1,90.7072
2,90.7632
3,90.8111
4,90.7684
5,90.7634
6,90.7937
7,90.8418
8,90.9174
9,90.8370
10,90.8702
11,90.8271
12,90.7838
13,90.8468
14,90.8971
15,90.7986
16,90.7858
17,90.7311
18,90.8139
19,90.8853
20,90.7587
21,90.7257
22,90.6059
23,90.8835
24,91.0022
25,90.6964
26,90.9951
27,90.8392
28,90.7364
29,90.5472
30,90.5840
31,90.6172
32,90.6724
33,90.3414
34,90.7256
35,90.8572
36,90.7862
37,90.9272
38,90.6716
39,90.8068
40,90.9310
41,91.1380
42,91.3470
43,91.3481
44,91.4527
45,91.1750
46,90.8185
47,91.1499
48,90.9145
49,90.8007
50,90.8145
51,91.1440
52,91.0989
53,91.0266
54,91.3754
55,91.0553
56,91.5802
57,91.4087
58,91.5000
59,91.2804
60,91.2925
61,91.1452
62,90.6818
63,91.0123
64,90.3858
65,90.4796
66,90.8545
67,91.2463
68,90.6412
69,90.6104
70,90.1409
71,91.0975
72,91.1575
73,91.4369
74,91.8139
75,91.7750
76,91.4155
77,91.3343
78,91.3667
79,91.4932
80,91.3404
81,91.4654
82,91.2659
83,91.1795
84,90.9872
85,91.1362
86,91.1616
87,91.3573
88,91.4347
89,91.2462
90,91.1702
91,91.1350
92,90.7531
93,91.0705
94,90.8610
95,91.1700
96,90.9586
97,91.1814
98,91.2004
99,90.9825
100,90.9139
101,90.9748
102,90.7336
103,91.0639
104,91.0134
105,90.9432
106,90.6920
107,90.8330
108,90.8818
109,90.4744
110,90.7614
111,91.1341
112,91.0378
113,90.8448
114,90.5071
115,90.8296
116,90.4657
117,90.9245
118,90.6278
119,90.4248
120,90.7096
121,90.8998
122,90.6801
123,91.0188
124,90.5286
125,90.7981
126,90.7901
127,91.0152
128,90.9436
129,91.1419
130,91.0918
131,91.0760
132,91.0320
133,90.9903
134,90.7204
135,90.8173
136,90.7727
137,91.0162
138,90.8615
139,90.9714
140,90.9816
141,91.0027
142,91.0018
143,91.0079
144,91.0901
145,91.1350
146,91.1133
147,90.8579
148,91.0522
149,91.2432
150,90.9366
151,90.8233
152,90.9200
153,91.4011
154,91.2334
155,91.2053
156,91.1392
157,91.1855
158,90.8927
159,90.9009
160,90.7564
161,90.7782
162,90.9834
163,91.0139
164,91.0045
165,90.9450
166,90.8910
167,90.9795
168,91.0316
169,90.6377
170,90.7961
171,90.5876
172,90.6307
173,90.6504
174,90.6156
175,90.6856
176,90.6027
177,91.0246
178,91.1067
179,91.2168
180,91.4958
181,91.5174
182,91.5479
183,91.6784
184,91.7624
185,91.7501
186,91.6109
187,91.6773
188,91.6462
189,91.6880
190,91.6265
191,91.6365
192,91.5591
193,91.5533
194,91.5753
195,91.5694
196,91.6153
197,91.6449
198,91.7400
199,91.7679
200,91.7973
201,91.8356
202,91.9312
203,91.9781
204,92.0196
205,92.1872
206,92.4069
207,92.6079
208,92.6391
209,92.7413
210,92.8370
211,92.9776
212,93.0768
213,93.1288
214,93.2901
215,93.2485
216,93.3471
217,93.4577
218,93.4813
219,93.5072
220,93.5798
221,93.5550
222,93.5752
223,93.5711
224,93.6308
225,93.6641
226,93.7800
227,93.8153
228,93.7996
229,93.8022
230,93.7752
231,93.8689
232,93.9437
233,93.9386
234,94.0134
235,94.0425
236,94.0500
237,94.0345
238,94.0129
239,94.0470
240,94.0722
241,94.0772
242,94.0505
243,94.0507
244,94.0759
245,94.1058
246,94.0958
247,94.0580
248,94.0529
249,94.0881
250,94.1232
251,94.1208
252,94.1233
253,94.1107
254,94.1258
255,94.1433
256,94.1433
257,94.1407
258,94.1635
259,94.1534
260,94.1508
261,94.1559
262,94.1635
263,94.1710
264,94.1709
265,94.1735
266,94.1735
267,94.1709
268,94.1709
269,94.1684
270,94.1582
271,94.1684
272,94.1531
273,94.1658
274,94.1633
275,94.1658
276,94.1556
277,94.1658
278,94.1684
279,94.1684
280,94.1760
281,94.1760
282,94.1735
283,94.1633
284,94.1633
285,94.1811
286,94.1735
287,94.1811
288,94.1887
289,94.1913
290,94.1913
291,94.1887
292,94.1938
293,94.1938
294,94.1938
295,94.1938
296,94.1938
297,94.1938
298,94.1938
299,94.1938
300,94.1938
