1,91.3710
2,91.4965
3,91.4312
4,91.3960
5,91.4199
6,91.4201
7,91.3913
8,91.3993
9,91.4163
10,91.4427
11,91.4632
12,91.4713
13,91.3907
14,91.3960
15,91.4573
16,91.4281
17,91.4493
18,91.4210
19,91.4476
20,91.4581
21,91.4723
22,91.4815
23,91.4633
24,91.4432
25,91.4559
26,91.4904
27,91.5076
28,91.4650
29,91.4224
30,91.4369
31,91.4963
32,91.4305
33,91.4463
34,91.4331
35,91.4876
36,91.3712
37,91.4582
38,91.3998
39,91.4263
40,91.4069
41,91.3968
42,91.3429
43,91.3732
44,91.4348
45,91.3870
46,91.4560
47,91.4459
48,91.4162
49,91.3862
50,91.3597
51,91.4623
52,91.4384
53,91.3534
54,91.4122
55,91.3945
56,91.5232
57,91.4269
58,91.4233
59,91.3967
60,91.4097
61,91.4158
62,91.3940
63,91.3662
64,91.3381
65,91.4663
66,91.4078
67,91.4626
68,91.4075
69,91.3208
70,91.4127
71,91.4783
72,91.4418
73,91.4558
74,91.4667
75,91.4457
76,91.4588
77,91.4408
78,91.3946
79,91.3927
80,91.4599
81,91.4363
82,91.4122
83,91.4016
84,91.4384
85,91.3494
86,91.4154
87,91.4341
88,91.4471
89,91.4116
90,91.4556
91,91.3871
92,91.4008
93,91.4208
94,91.4016
95,91.4802
96,91.4338
97,91.4173
98,91.4064
99,91.4080
100,91.4372
101,91.3793
102,91.4537
103,91.4382
104,91.5189
105,91.4330
106,91.3796
107,91.4568
108,91.4504
109,91.4280
110,91.4029
111,91.4052
112,91.4803
113,91.4517
114,91.3972
115,91.4196
116,91.4765
117,91.4483
118,91.3691
119,91.3874
120,91.3808
121,91.4652
122,91.3992
123,91.4281
124,91.4525
125,91.3881
126,91.4755
127,91.4248
128,91.4440
129,91.3743
130,91.4197
131,91.4128
132,91.4271
133,91.3470
134,91.4445
135,91.4083
136,91.3657
137,91.4626
138,91.3692
139,91.4485
140,91.4532
141,91.4266
142,91.4465
143,91.4317
144,91.3638
145,91.4237
146,91.4747
147,91.4381
148,91.3860
149,91.4581
150,91.4203
151,91.3950
152,91.4814
153,91.4168
154,91.3976
155,91.5200
156,91.4741
157,91.4614
158,91.4372
159,91.3949
160,91.3930
161,91.4029
162,91.4392
163,91.4010
164,91.3745
165,91.4670
166,91.4187
167,91.4659
168,91.4103
169,91.3682
170,91.4425
171,91.4187
172,91.3515
173,91.3781
174,91.4685
175,91.4210
176,91.4219
177,91.3780
178,91.4842
179,91.4180
180,91.4694
181,91.3692
182,91.4278
183,91.3785
184,91.4372
185,91.4099
186,91.4279
187,91.4431
188,91.4365
189,91.3692
190,91.4368
191,91.4533
192,91.3751
193,91.4257
194,91.4357
195,91.4313
196,91.4142
197,91.5073
198,91.4594
199,91.4405
200,91.4324
201,91.4127
202,91.4510
203,91.4709
204,91.3929
205,91.3551
206,91.4736
207,91.4448
208,91.3863
209,91.4910
210,91.3454
211,91.3656
212,91.4601
213,91.3659
214,91.4871
215,91.4565
216,91.4255
217,91.4147
218,91.4199
219,91.4698
220,91.4912
221,91.4234
222,91.4944
223,91.4571
224,91.4517
225,91.4372
226,91.4415
227,91.4680
228,91.4163
229,91.4114
230,91.3850
231,91.4644
232,91.4111
233,91.3978
234,91.4813
235,91.4145
236,91.4631
237,91.4666
238,91.4649
239,91.4611
240,91.3439
241,91.4387
242,91.4948
243,91.3832
244,91.4095
245,91.4277
246,91.4405
247,91.3610
248,91.4270
249,91.4507
250,91.4990
251,91.3930
252,91.4982
253,91.4393
254,91.4214
255,91.4711
256,91.4496
257,91.4093
258,91.4436
259,91.3579
260,91.3847
261,91.4436
262,91.3704
263,91.4369
264,91.4258
265,91.4935
266,91.4419
267,91.3944
268,91.4072
269,91.4775
270,91.5073
271,91.3912
272,91.4738
273,91.4435
274,91.4765
275,91.4743
276,91.4653
277,91.4649
278,91.4247
279,91.4256
280,91.4543
281,91.4461
282,91.4164
283,91.4597
284,91.4888
285,91.4456
286,91.4059
287,91.3717
288,91.4872
289,91.4172
290,91.4208
291,91.4605
292,91.3933
293,91.4253
294,91.4615
295,91.4980
296,91.4738
297,91.4365
298,91.4127
299,91.4254
300,91.4288
